step,L_uH,r_1_mOhm,C_uF,r_C_mOhm,avg_vout,ripple_vout,std_vout,min_vout,max_vout,delta_avg_vout,delta_ripple_vout,delta_std_vout,health_index,RUL,is_anomaly,label,fault_type,sim_success,healthy_avg_vout,healthy_ripple_vout,healthy_std_vout
22,0.499962745202037,4.98848193064001,200.063132743929,3.00382325233972,3.64980361607351,0.143085662274566,0.0310372503850623,3.59301942645685,3.73610508873141,0.000163957400256542,0.000106798550217224,1.33562156906589e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
23,0.500065784389527,5.00301027754666,200.197113945748,3.00307073304952,3.64964482107902,0.143138242618616,0.0310408252867656,3.59288426137341,3.73602250399203,5.16240576287075e-06,0.000159378894267093,1.69311173940229e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
24,0.499942513287326,4.99319207436009,199.99863713655,3.00026413701155,3.64972520627309,0.143005923540364,0.0310294465823737,3.59295449544914,3.7359604189895,8.55475998324806e-05,2.70598160150293e-05,5.55241300206552e-06,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
25,0.500203910851299,4.99693190929196,199.842645782633,2.99298947857531,3.64966407883585,0.142865011654402,0.0310155550021831,3.59293998359731,3.73580499525171,2.44201625920759e-05,-0.000113852069946851,-8.33916718848138e-06,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
26,0.499567664101683,4.9985565272969,200.006552000881,3.0021123246582,3.64962460843944,0.142967601154037,0.0310239843437025,3.59282720497709,3.73579480613113,-1.50502338218672e-05,-1.12625703123648e-05,9.01743308946712e-08,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
27,0.499273606437814,4.99599932296652,200.102553355559,2.99550736141982,3.64964958550982,0.143042783687958,0.0310446213687392,3.59282503330591,3.73586781699387,9.9268365585381e-06,6.39199636092158e-05,2.07271993676213e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
28,0.500364527714396,5.00104403787778,199.671158208957,3.00454131039284,3.64959459629657,0.142711124747509,0.0309795993325189,3.59288770758768,3.73559883233519,-4.50623766865554e-05,-0.000267738976839738,-4.42948368526985e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
29,0.499562950108403,5.00958913802618,200.217122898432,3.00188587731548,3.64951825108867,0.143098922931725,0.0310390772124372,3.59272365053584,3.73582257346757,-0.000121407584588784,0.000120059207375345,1.51830430655531e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
30,0.500512378439392,4.99536050519794,200.019496407972,3.00152092899385,3.6497490096208,0.143043488121712,0.0310281140014745,3.59302858970859,3.7360720778303,0.000109350947537834,6.46243973627669e-05,4.21983210288288e-06,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
31,0.499984310543477,5.00434379802538,199.822157964928,2.99705031453367,3.64954480906931,0.142802283857528,0.0310025479584124,3.5928096081351,3.73561189199263,-9.4849603944791e-05,-0.000176579866821402,-2.13462109592139e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
32,0.499874873716161,4.99471217782377,199.817037718859,3.00010297248993,3.64966400924604,0.142836856578185,0.0310071842179717,3.59290195820982,3.735738814788,2.43505727812732e-05,-0.000142007146164413,-1.67099513998827e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
33,0.500414753642555,4.99815628185269,199.827736785165,2.99893933667567,3.64966519196916,0.142860568391554,0.0310062259877366,3.59295487948008,3.73581544787163,2.55332959020471e-05,-0.000118295332795171,-1.7668181635018e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
34,0.499911809851054,5.00524120667164,200.012316173696,3.00167410691755,3.64956563171971,0.142961308115523,0.0310190345113645,3.59280766363758,3.7357689717531,-7.40269535461913e-05,-1.75556088266582e-05,-4.85965800712737e-06,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
35,0.499994648014161,4.99824250773662,200.202756618998,2.9971536907281,3.64970081008908,0.1431594017926,0.0310520841852728,3.59293346543805,3.73609286723065,6.11514158199711e-05,0.000180538068251135,2.81900159011354e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
36,0.500344896382349,5.00003717740724,199.663425295755,2.99685200965248,3.6496015402028,0.142704269665043,0.0309877257743834,3.59290127876482,3.73560554842986,-3.81184704547621e-05,-0.000274594059305855,-3.61683949882084e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
37,0.500728360075487,4.99510850223547,199.90860512571,2.99830905570078,3.64974760199169,0.142959541153627,0.03101865885589,3.59305604839172,3.73601558954535,0.000107943318434778,-1.93225707221245e-05,-5.2353134815733e-06,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
38,0.500792388963828,4.99560811223639,199.774155996526,2.99990837256324,3.64972085475633,0.142846178900939,0.0310008056106343,3.59304170067394,3.73588787957488,8.11960830726655e-05,-0.000132684823409779,-2.30885587373421e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
39,0.499716356174335,5.00494475264194,200.048243524022,3.0020624280189,3.64956024453387,0.142983048913863,0.0310232068813809,3.59278232668582,3.73576537559968,-7.94141393898329e-05,4.1851895136169e-06,-6.87287990734642e-07,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
40,0.500182621715979,5.00079124885842,199.921298677336,3.00255978044101,3.64963032774685,0.142918250446553,0.0310111645000023,3.59289373691915,3.7358119873657,-9.33092641020039e-06,-6.06132777960511e-05,-1.27296693693026e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
41,0.499721181459651,4.99400885276226,199.6466957512,3.00179424738533,3.64962825715124,0.14268068585379,0.0309862498099438,3.5928625351911,3.73554322104489,-1.1401522018506e-05,-0.00029817787055908,-3.76443594277999e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
42,0.500185171989822,4.99059706977874,199.570533620343,3.0006756424696,3.6496973412793,0.142657948356531,0.0309811895762572,3.59297155616261,3.73562950451914,5.76826060414426e-05,-0.000320915367818309,-4.27045931144267e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
43,0.500108742650315,4.99110145903099,200.01058820663,2.99789949016573,3.64976833931265,0.143033837377856,0.0310350599303408,3.59301094136502,3.73604477874288,0.000128680639394751,5.4973653507151e-05,1.11657609691597e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
44,0.500992298129915,4.99325057610425,200.103942634869,2.99893346142557,3.64983299512635,0.143144322629507,0.0310420124586785,3.59315123183432,3.73629555446383,0.000193336453088389,0.000165458905158289,1.81182893068572e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
45,0.500684058948242,5.007211576019,199.872971806505,2.99763615857929,3.64957565952959,0.142871272294233,0.0310047168665235,3.59290100757754,3.73577227987178,-6.39991436686138e-05,-0.000107591430116294,-1.91773028481619e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
46,0.50102290678976,5.00086631614222,199.89753219002,3.00090716590511,3.64969477066215,0.142938320489659,0.0310092251403792,3.5930355560741,3.73597387656376,5.51119888911877e-05,-4.05432346903822e-05,-1.46690289924423e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
47,0.498788014554553,5.00650880201493,200.013263265468,2.99394268057906,3.64945098953713,0.142883259485891,0.031026868687614,3.59261037336485,3.73549363285074,-0.000188669136130137,-9.56042384578915e-05,2.9745182423685e-06,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
48,0.499814146783277,4.99710549123686,200.388673147808,3.00078164245284,3.64973845706027,0.14331479168527,0.0310709414802198,3.59293869434627,3.73625348603154,9.87983870111009e-05,0.00033592796092119,4.70473108482028e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
49,0.500531989777692,5.00688272280272,200.207673452853,3.00557065346672,3.64963580859671,0.14315132149124,0.0310354867452327,3.59291933209017,3.73607065358141,-3.85007654557512e-06,0.000172457766891121,1.15925758610372e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
50,0.499281291487136,5.00738924662212,200.13128770395,2.99324826194313,3.64950337100431,0.14301499090982,0.0310404218179157,3.59269722771406,3.73571221862388,-0.00013628766894902,3.61271854711909e-05,1.65276485441131e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
51,0.498910947119588,5.00504161956786,200.071566335863,2.99611098252432,3.64949304769006,0.142951224199292,0.0310326173554459,3.5926533267209,3.73560455092019,-0.000146610983196016,-2.76395250571326e-05,8.7231860742866e-06,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
52,0.500073834023507,5.00277843069737,199.770003137922,2.99754933786505,3.64956326194546,0.14276935130578,0.0309972375805993,3.59283619639085,3.73560554769663,-7.63967277932487e-05,-0.000209512418568814,-2.66565887723121e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
53,0.500086651689011,4.99598367429886,200.222115863425,2.99842237529769,3.64974294707598,0.143191160625875,0.0310548691536635,3.59297780548377,3.73616896610964,0.000103288402724111,0.00021229690152591,3.0974984291901e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
54,0.500301724827485,5.00685348512719,199.933400294025,3.00193317638678,3.6495618126435,0.142906916666977,0.0310078412072064,3.59284453125627,3.73575144792325,-7.78460297530259e-05,-7.19470573717906e-05,-1.60529621651799e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
55,0.499367866025712,4.99764000541214,200.075916888228,3.00066015274476,3.64963277683415,0.143019874673413,0.0310345334729849,3.59281424169265,3.73583411636606,-6.88183910924067e-06,4.10109490642796e-05,1.06393036133114e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
56,0.501488984839674,4.99838037937406,199.896356411521,2.99738462860328,3.6497654142209,0.142967130875995,0.0310144474725743,3.59314891387697,3.73611604475296,0.000125755547640605,-1.17328483537626e-05,-9.44669679735569e-06,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
57,0.500377357999608,5.00004765162141,200.396762910393,3.00112346059093,3.64974874671991,0.143332516621399,0.0310683761628318,3.5930036401225,3.7363361567439,0.000109088046656769,0.000353652897050249,4.44819934601395e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
58,0.499677476725729,5.00341540207807,200.057032323363,2.99989377053299,3.64957808058461,0.142994586843928,0.0310279058274743,3.59279657999077,3.7357911668347,-6.1578088648151e-05,1.57231195787588e-05,4.01165810265044e-06,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
59,0.50008253200091,4.98820113048156,199.853833892964,2.99408192850927,3.64977261546307,0.142908400743296,0.0310234085974109,3.59302315815292,3.73593155889622,0.000132956789816507,-7.04629810530655e-05,-4.85571960747583e-07,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
60,0.501013399743426,4.99736978658383,200.262180418739,3.00314458512038,3.64981272649683,0.143258221933913,0.0310521627425882,3.59312664814686,3.73638487008077,0.000173067823573181,0.000279358209563707,2.82685732166006e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
61,0.499882825009034,5.00777834390908,199.452877370167,3.00320156347508,3.64942198382197,0.142456084956987,0.0309501360977109,3.5927027334644,3.73515881842139,-0.000217674851284322,-0.000522778767361842,-7.37580716606914e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
62,0.499752482178497,4.9988753881336,200.58376973718,3.00145673141584,3.64974807982135,0.143467731912015,0.0310913643400489,3.59293433996037,3.73640207187238,0.000108421148095061,0.000488868187665581,6.74701706773299e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
63,0.499563521888454,5.00077303644533,200.159122394479,2.99833576849496,3.64962275747621,0.143088094659072,0.0310438455552486,3.59282288941415,3.73591098407322,-1.69011970458932e-05,0.000109230934722593,1.99513858769769e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
64,0.500047256246492,4.99589415410216,200.400865202888,3.003152764424,3.64977769969747,0.143341867444482,0.0310706422001357,3.59299374028722,3.7363356077317,0.000138041024211333,0.000363003720132316,4.67480307640919e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
65,0.49960015563719,5.00021685251426,200.085289961665,3.00380356285819,3.64962125929676,0.143031044589367,0.0310298728336687,3.59282191666168,3.73585296125105,-1.83993764966139e-05,5.21808650182365e-05,5.97866429708632e-06,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
66,0.500168288713158,5.00392116787481,200.185968026453,3.00333833618997,3.64963930428399,0.143129610159792,0.0310383496434925,3.59288951316406,3.73601912332385,-3.543892703739e-07,0.000150746435442439,1.44554741209023e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
67,0.500433444297075,5.00344516767826,199.908298109802,2.99853482931688,3.64961190598599,0.142906474104667,0.0310114000815396,3.59290657554803,3.7358130496527,-2.77526872705103e-05,-7.2389619682145e-05,-1.24940878320524e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
68,0.500003245908127,5.00002682226873,200.255358156251,3.00173725133047,3.64969000363308,0.143197873696985,0.0310516931102213,3.59291772894202,3.73611560263901,5.03449598205918e-05,0.000219009972635575,2.77989408496784e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
69,0.500274866693962,5.00172925355797,200.117765833322,3.00060690386752,3.64966301016657,0.143085995368301,0.0310351806523319,3.59292646542091,3.73601246078921,2.33514933154488e-05,0.000107131643951597,1.12864829602648e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
70,0.499790844905081,4.99417561698384,200.381070366215,2.99952619031101,3.6497734415357,0.143320366931591,0.0310740073218224,3.59296910806542,3.73628947499701,0.000133782862441922,0.000341503207241356,5.01131524508237e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
71,0.499969004671818,5.00137510821722,200.058303599374,2.99653129613457,3.64962860195849,0.143019747017394,0.0310332141940452,3.59287304466515,3.73589279168254,-1.1056714771307e-05,4.08832930447467e-05,9.32002467360013e-06,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
72,0.499481887459514,4.99754836310687,199.805999384663,3.00128182110741,3.64959164214806,0.142790093168939,0.0310024290442818,3.59280056198167,3.73559065515061,-4.80165251977027e-05,-0.000188770555409778,-2.14651250898257e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
73,0.499537966060959,5.00049720647028,200.154481503751,2.99865465580117,3.64962350439257,0.143084051282538,0.0310432220788241,3.59282094776343,3.73590499904597,-1.61542806922377e-05,0.000105187558188558,1.9327909452492e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
74,0.500180400566434,4.99052601543206,200.123134864193,2.99492126139081,3.64980268357746,0.14313544009289,0.0310518166728692,3.59304747576023,3.73618291585312,0.000163024904198839,0.000156576368540939,2.79225034976148e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
75,0.50007800143965,5.00118711339741,199.823005603539,3.00026106942777,3.64959620769515,0.142824411060963,0.0310019169082678,3.59286032280044,3.73568473386141,-4.34509781066517e-05,-0.000154452663386095,-2.19772611037734e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
76,0.50003170608132,4.99902776249155,200.076368675987,3.00864481736636,3.64967379314463,0.143054023977955,0.0310243592838604,3.59290479927698,3.73595882325494,3.41344713739034e-05,7.5160253605322e-05,4.65114488763796e-07,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
77,0.499876939915791,4.99534809049617,200.161484392982,2.99804591726084,3.64972170830084,0.143131813145216,0.0310489515898279,3.59294110892877,3.73607292207399,8.20496275868443e-05,0.000152949420866744,2.50574204563002e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
78,0.500475230877063,5.0037128459768,199.815751161703,3.00194496055872,3.64959533375915,0.142829240335618,0.030996731844907,3.59289566256349,3.73572490289911,-4.43249141106605e-05,-0.000149623388730813,-2.71623244646087e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
79,0.499504856984548,4.99729983997125,199.977533339409,2.99492382488861,3.64962730898302,0.142940997915486,0.0310293881586514,3.59283332742515,3.73577432534064,-1.23496902331155e-05,-3.78658088631134e-05,5.4939892797333e-06,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
80,0.500433483455757,4.99605720549498,200.014749425941,3.00123873026671,3.64973204295975,0.143032363284772,0.0310273362309212,3.59300627337211,3.73603863665689,9.23842864919422e-05,5.34995604231092e-05,3.44206154962237e-06,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
81,0.500077608253558,5.00221224829513,200.285544437934,3.00261252192206,3.64967347783652,0.143217111375261,0.0310522702302088,3.59290840091914,3.7361255122944,3.38191632613949e-05,0.000238247650911738,2.83760608371895e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
82,0.499868936874257,5.00209965808047,199.981198740282,2.99749848916281,3.64959596981053,0.142944663822139,0.0310226429152656,3.59283660829495,3.73578127211709,-4.36888627257659e-05,-3.41999022097639e-05,-1.25125410599045e-06,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
83,0.499659930254088,4.99443751980902,199.754019270071,2.99830138125928,3.64963662926283,0.142768302615716,0.0310021190940412,3.59286292864774,3.73563123126346,-3.02941042562566e-06,-0.000210561108633378,-2.1775075330379e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
84,0.499989452873418,4.99170023193327,200.447580221028,3.00115481179506,3.64983688189328,0.143397180174835,0.0310819719829693,3.59304132382085,3.73643850399569,0.000197223220020692,0.000418316450486067,5.80778135976408e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
85,0.499518076169045,4.99879960380299,199.992696681811,2.99979734789543,3.64961351829372,0.14295039283969,0.0310246521427393,3.59281600224407,3.73576639508376,-2.6140379535633e-05,-2.84708846587378e-05,7.57973367709885e-07,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
86,0.50032999666967,4.99491514758514,199.976265667339,3.00193997089336,3.64973131615443,0.142999883598953,0.031023210592115,3.59299618503018,3.73599606862913,9.16574811742343e-05,2.10198746035672e-05,-6.83577256573725e-07,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
87,0.500004836516277,5.00574202324228,199.981185807827,3.00202421608922,3.64956091415248,0.142937361264831,0.0310145294008578,3.59281323840905,3.73575059967388,-7.87445207794946e-05,-4.15024595183944e-05,-9.36476851380597e-06,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
88,0.498814364351596,5.00393211647008,200.119740170386,2.99646779218846,3.6495091258094,0.142992828875037,0.0310388650145114,3.59265590693086,3.7356487358059,-0.000130532863854338,1.39651506878558e-05,1.49708451397425e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
89,0.500953844741693,5.00141142215054,199.549082931352,3.00091815917235,3.64961394021195,0.142634544634284,0.0309683333019866,3.59297013018092,3.7356046748152,-2.57184613108308e-05,-0.000344319090064715,-5.55608673849725e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
90,0.499908619625785,5.00101426341436,199.925439298598,3.00071749173082,3.64960431076429,0.142904847135445,0.0310136386615208,3.59284650015198,3.73575134728743,-3.53479089651998e-05,-7.40165889037137e-05,-1.02555078508176e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
91,0.500836923974725,5.00409928032657,200.312368561132,2.99848053393056,3.64971612827098,0.143261037565846,0.0310573659518137,3.59302656804131,3.73628760560715,7.64695977268914e-05,0.000282173841496647,3.34717824421044e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
92,0.499470085268647,4.99744701063018,199.860381697957,2.99734593417865,3.64960080194728,0.142836029375969,0.0310130303766967,3.59280945125238,3.73564548062835,-3.88567259732575e-05,-0.000142834348380472,-1.08637926749186e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
93,0.499757278836176,5.00647738081949,200.092200047438,2.99531101338082,3.64954895031955,0.143013542720932,0.0310341658288265,3.5927820452754,3.73579558799633,-9.07083537118325e-05,3.46789965832706e-05,1.02716594548372e-05,0,200,0,healthy,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
