step,L_uH,r_1_mOhm,C_uF,r_C_mOhm,avg_vout,ripple_vout,std_vout,min_vout,max_vout,delta_avg_vout,delta_ripple_vout,delta_std_vout,health_index,RUL,is_anomaly,label,fault_type,sim_success,healthy_avg_vout,healthy_ripple_vout,healthy_std_vout
89,0.499974551015896,5.00152693904623,129.986711163886,3.00152693904623,3.64582388848653,0.0911294687554798,0.0235503696486641,3.60733533105917,3.69846479981465,-0.00381577018672674,-0.0518493949688694,-0.00747352452070747,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
90,0.49997454592559,5.00152724446458,129.986707091642,3.00152724446458,3.64582388479748,0.0911294702211354,0.0235503693809724,3.60733532584519,3.69846479606632,-0.00381577387577581,-0.0518493935032138,-0.00747352478839923,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
91,0.499974540834266,5.00152754994402,129.986703018583,3.00152754994402,3.64582388110767,0.0911294716853983,0.0235503691132487,3.60733532063119,3.69846479231658,-0.00381577756558826,-0.0518493920389509,-0.00747352505612292,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
92,0.499974535741924,5.00152785548457,129.986698944709,3.00152785548457,3.64582387741715,0.0911294731516308,0.0235503688455557,3.60733531541491,3.69846478856654,-0.00381578125610638,-0.0518493905727184,-0.00747352532381596,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
93,0.499974530648563,5.00152816108622,129.98669487002,3.00152816108622,3.64582387372586,0.0911294746176847,0.0235503685778343,3.60733531019814,3.69846478481582,-0.00381578494739587,-0.0518493891066645,-0.00747352559153728,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
94,0.499974525554183,5.00152846674901,129.986690794516,3.00152846674901,3.64582387003384,0.0911294760837733,0.0235503683099617,3.60733530498014,3.69846478106392,-0.00381578863942211,-0.0518493876405759,-0.00747352585940993,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
95,0.499974520458784,5.00152877247293,129.986686718197,3.00152877247293,3.6458238663411,0.091129477549956,0.023550368042052,3.60733529976175,3.6984647773117,-0.00381579233215756,-0.0518493861743932,-0.0074735261273196,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
96,0.499974515362367,5.001529078258,129.986682641063,3.001529078258,3.64582386264762,0.091129479016625,0.0235503677741479,3.60733529454167,3.6984647735583,-0.00381579602564219,-0.0518493847077242,-0.00747352639522375,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
97,0.499974510264929,5.00152938410423,129.986678563113,3.00152938410423,3.64582385895337,0.091129480484172,0.0235503675061097,3.60733528932038,3.69846476980455,-0.00381579971988888,-0.0518493832401772,-0.00747352666326193,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
98,0.499974505166473,5.00152969001164,129.986674484348,3.00152969001164,3.64582385525842,0.0911294819514898,0.0235503672380246,3.60733528409844,3.69846476604993,-0.00381580341483678,-0.0518493817728594,-0.007473526931347,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
99,0.499974500066996,5.00152999598024,129.986670404766,3.00152999598024,3.64582385156271,0.091129483418785,0.023550366969943,3.60733527887581,3.6984647622946,-0.00381580711054585,-0.0518493803055642,-0.00747352719942861,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
100,0.499974494966499,5.00153030201004,129.986666324369,9.00459090603012,3.64629810674714,0.139202585796558,0.0309971421215968,3.58380459961074,3.7230071854073,-0.00334155192612062,-0.00377627792779167,-2.67520477748341e-05,1,0,1,failed,abrupt_ESR_spike,1,3.64963965867326,0.142978863724349,0.0310238941693716
101,0.499974489864982,5.00153060810105,129.986662243156,9.00459182430315,3.6462981028724,0.139202592821697,0.0309971435656468,3.58380459203198,3.72300718485368,-0.00334155580086026,-0.00377627090265209,-2.67506037248018e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
102,0.499974484762445,5.00153091425328,129.986658161126,9.00459274275985,3.64629809899681,0.139202599849046,0.0309971450100703,3.58380458445226,3.7230071843013,-0.00334155967645255,-0.00377626387530361,-2.67491593012939e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
103,0.499974479658887,5.00153122046676,129.98665407828,9.00459366140027,3.64629809512039,0.139202606877095,0.0309971464547235,3.58380457686964,3.72300718374674,-0.00334156355286508,-0.00377625684725436,-2.67477146480913e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
104,0.499974474554309,5.00153152674148,129.986649994617,9.00459458022443,3.64629809124326,0.139202613905623,0.0309971478998769,3.58380456928642,3.72300718319204,-0.00334156743000147,-0.00377624981872593,-2.67462694946777e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
105,0.499974469448709,5.00153183307746,129.986645910137,9.00459549923237,3.64629808736526,0.139202620934461,0.0309971493451015,3.58380456170303,3.72300718263749,-0.00334157130799362,-0.00377624278988797,-2.67448242701647e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
106,0.499974464342088,5.00153213947471,129.98664182484,9.00459641842413,3.64629808348658,0.139202627970193,0.0309971507907842,3.58380455411514,3.72300718208533,-0.0033415751866821,-0.00377623575415642,-2.67433785874453e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
107,0.499974459234446,5.00153244593325,129.986637738726,9.00459733779975,3.64629807960707,0.139202635004857,0.0309971522366179,3.58380454652752,3.72300718153237,-0.00334157906618548,-0.00377622871949246,-2.67419327537044e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
108,0.499974454125782,5.00153275245309,129.986633651795,9.00459825735926,3.64629807572683,0.139202642040651,0.0309971536827238,3.58380453893702,3.72300718097767,-0.00334158294642473,-0.00377622168369829,-2.67404866478166e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
109,0.499974449016096,5.00153305903424,129.986629564046,9.00459917710271,3.64629807184571,0.139202649074611,0.030997155129143,3.58380453134751,3.72300718042212,-0.00334158682754815,-0.00377621464973865,-2.67390402285822e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
110,0.499974443905388,5.00153336567671,129.98662547548,9.00460009703012,3.64629806796396,0.139202656115201,0.0309971565760687,3.58380452375504,3.72300717987024,-0.00334159070929774,-0.00377620760914832,-2.67375933029057e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
111,0.499974438793658,5.00153367238051,129.986621386096,9.00460101714153,3.64629806408134,0.139202663151124,0.0309971580228574,3.58380451616245,3.72300717931357,-0.00334159459192129,-0.00377620057322492,-2.67361465141926e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
112,0.499974433680906,5.00153397914566,129.986617295894,9.00460193743699,3.64629806019796,0.139202670196021,0.0309971594703358,3.58380450856541,3.72300717876143,-0.00334159847529492,-0.00377619352832781,-2.67346990358436e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
113,0.49997442856713,5.00153428597217,129.986613204874,9.00460285791652,3.64629805631388,0.139202677236725,0.0309971609179977,3.58380450096927,3.723007178206,-0.00334160235937553,-0.00377618648762423,-2.67332513739574e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
114,0.499974423452332,5.00153459286006,129.986609113036,9.00460377858017,3.64629805242898,0.139202684280309,0.0309971623657744,3.5838044933692,3.72300717764951,-0.00334160624428037,-0.00377617944403985,-2.67318035972151e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
115,0.499974418336511,5.00153489980932,129.986605020379,9.00460469942796,3.64629804854324,0.139202691326515,0.0309971638140245,3.58380448576966,3.72300717709617,-0.00334161013001966,-0.00377617239783445,-2.67303553471432e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
116,0.499974413219667,5.00153520681998,129.986600926903,9.00460562045995,3.64629804465676,0.139202698375847,0.030997165262498,3.58380447816656,3.72300717654241,-0.00334161401649835,-0.00377616534850223,-2.67289068736007e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
117,0.499974408101799,5.00153551389205,129.986596832609,9.00460654167616,3.64629804076951,0.139202705422239,0.030997166711365,3.58380447056448,3.72300717598672,-0.00334161790374621,-0.00377615830211031,-2.67274580066264e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
118,0.499974402982908,5.00153582102554,129.986592737496,9.00460746307663,3.64629803688151,0.139202712472296,0.0309971681603678,3.58380446296055,3.72300717543285,-0.00334162179175213,-0.00377615125205288,-2.67260090038128e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
119,0.499974397862992,5.00153612822047,129.986588641563,9.0046083846614,3.6462980329927,0.139202719523314,0.0309971696096976,3.583804455353,3.72300717487631,-0.00334162568055385,-0.00377614420103534,-2.67245596740039e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
120,0.499974392742053,5.00153643547683,129.986584544812,9.00460930643051,3.64629802910312,0.139202726574139,0.0309971710593401,3.58380444774597,3.72300717432011,-0.00334162957013762,-0.00377613715021052,-2.67231100314694e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
121,0.499974387620089,5.00153674279466,129.986580447241,9.00461022838399,3.64629802521269,0.139202733623645,0.0309971725092765,3.58380444013943,3.72300717376307,-0.00334163346057137,-0.00377613010070377,-2.67216600950936e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
122,0.499974382497101,5.00153705017396,129.98657634885,9.00461115052187,3.64629802132153,0.139202740681,0.0309971739594208,3.58380443252759,3.72300717320859,-0.00334163735172943,-0.00377612304334951,-2.67202099507764e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
123,0.499974377373088,5.00153735761474,129.98657224964,9.00461207284421,3.64629801742966,0.139202747740709,0.0309971754100452,3.58380442491428,3.72300717265499,-0.0033416412435936,-0.00377611598364025,-2.67187593264231e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
124,0.49997437224805,5.00153766511701,129.986568149609,9.00461299535102,3.64629801353689,0.139202754799088,0.0309971768608776,3.58380441729915,3.72300717209824,-0.00334164513637125,-0.00377610892526148,-2.67173084940522e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
125,0.499974367121987,5.00153797268079,129.986564048759,9.00461391804236,3.64629800964351,0.139202761858851,0.0309971783118661,3.58380440968485,3.7230071715437,-0.00334164902974621,-0.00377610186549848,-2.67158575054868e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
126,0.499974361994899,5.00153828030608,129.986559947088,9.00461484091825,3.64629800574922,0.139202768917381,0.0309971797632776,3.58380440206897,3.72300717098635,-0.00334165292403377,-0.00377609480696828,-2.67144060940652e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
127,0.499974356866785,5.00153858799291,129.986555844597,9.00461576397874,3.6462980018542,0.139202775980213,0.0309971812148713,3.58380439445107,3.72300717043128,-0.00334165681905851,-0.00377608774413662,-2.6712954500293e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
128,0.499974351737645,5.00153889574129,129.986551741286,9.00461668722386,3.64629799795838,0.139202783044215,0.0309971826670512,3.58380438683024,3.72300716987446,-0.00334166071488173,-0.00377608068013435,-2.67115023203958e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
129,0.49997434660748,5.00153920355121,129.986547637153,9.00461761065364,3.64629799406175,0.139202790109099,0.0309971841191248,3.5838043792102,3.7230071693193,-0.00334166461150298,-0.00377607361525056,-2.67100502468406e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
130,0.499974341476288,5.00153951142271,129.9865435322,9.00461853426813,3.6462979901645,0.139202797176799,0.0309971855717591,3.5838043715851,3.7230071687619,-0.00334166850875883,-0.00377606654754992,-2.67085976125535e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
131,0.49997433634407,5.00153981935579,129.986539426426,9.00461945806736,3.64629798626624,0.139202804241944,0.0309971870245679,3.58380436396182,3.72300716820377,-0.00334167240702232,-0.00377605948240545,-2.67071448037358e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
132,0.499974331210826,5.00154012735046,129.98653531983,9.00462038205137,3.64629798236734,0.13920281131224,0.0309971884776815,3.58380435633616,3.7230071676484,-0.00334167630591775,-0.0037760524121091,-2.67056916901133e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
133,0.499974326076554,5.00154043540673,129.986531212413,9.00462130622019,3.64629797846759,0.13920281838186,0.0309971899310511,3.58380434870924,3.7230071670911,-0.00334168020566361,-0.00377604534248954,-2.67042383205046e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
134,0.499974320941256,5.00154074352462,129.986527104175,9.00462223057387,3.64629797456708,0.139202825453086,0.0309971913847494,3.58380434107929,3.72300716653238,-0.00334168410617597,-0.00377603827126327,-2.67027846221936e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
135,0.499974315804931,5.00154105170415,129.986522995114,9.00462315511244,3.64629797066593,0.139202832528874,0.0309971928385238,3.58380433344755,3.72300716597642,-0.00334168800732604,-0.00377603119547532,-2.67013308477941e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
136,0.499974310667578,5.00154135994531,129.986518885232,9.00462407983593,3.6462979667638,0.139202839602903,0.0309971942929882,3.58380432581608,3.72300716541899,-0.00334169190945977,-0.00377602412144595,-2.66998763834465e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
137,0.499974305529198,5.00154166824813,129.986514774528,9.00462500474438,3.64629796286101,0.139202846679118,0.0309971957476261,3.58380431818388,3.723007164863,-0.00334169581224941,-0.00377601704523123,-2.66984217455642e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
138,0.49997430038979,5.00154197661261,129.986510663001,9.00462592983784,3.64629795895734,0.139202853760409,0.0309971972026303,3.58380431054684,3.72300716430725,-0.00334169971591702,-0.00377600996394056,-2.66969667413568e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
139,0.499974295249354,5.00154228503878,129.986506550653,9.00462685511633,3.64629795505297,0.13920286083216,0.0309971986576114,3.58380430291336,3.72300716374552,-0.00334170362029074,-0.00377600289218893,-2.66955117602524e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
140,0.499974290107889,5.00154259352663,129.986502437481,9.0046277805799,3.64629795114779,0.139202867916365,0.0309972001132805,3.58380429527348,3.72300716318984,-0.00334170752546914,-0.00377599580798416,-2.66940560910839e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
141,0.499974284965397,5.00154290207619,129.986498323487,9.00462870622857,3.6462979472418,0.139202874996106,0.0309972015688943,3.58380428763483,3.72300716263093,-0.00334171143145889,-0.00377598872824292,-2.66926004772843e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
142,0.499974279821875,5.00154321068747,129.98649420867,9.0046296320624,3.64629794333507,0.139202882082551,0.0309972030249893,3.58380427999222,3.72300716207477,-0.00334171533818628,-0.00377598164179771,-2.66911443822827e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
143,0.499974274677325,5.00154351936047,129.98649009303,9.00463055808141,3.64629793942758,0.139202889168847,0.030997204481137,3.58380427234835,3.72300716151719,-0.00334171924567306,-0.00377597455550216,-2.66896882345768e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
144,0.499974269531746,5.00154382809522,129.986485976567,9.00463148428565,3.64629793551922,0.13920289624919,0.0309972059378811,3.5838042647068,3.72300716095599,-0.00334172315404002,-0.00377596747515874,-2.66882314905216e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
145,0.499974264385138,5.00154413689171,129.98648185928,9.00463241067514,3.64629793161016,0.139202903338296,0.0309972073947108,3.58380425706036,3.72300716039866,-0.00334172706309976,-0.00377596038605343,-2.66867746608335e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
146,0.4999742592375,5.00154444574998,129.98647774117,9.00463333724993,3.64629792770021,0.13920291042982,0.0309972088520808,3.58380424941264,3.72300715984246,-0.00334173097305035,-0.00377595329452873,-2.66853172908449e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
147,0.499974254088833,5.00154475467002,129.986473622236,9.00463426401005,3.64629792378968,0.139202917519462,0.0309972103094383,3.58380424176329,3.72300715928275,-0.00334173488357381,-0.00377594620488741,-2.66838599333394e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
148,0.499974248939136,5.00154506365185,129.986469502478,9.00463519095554,3.64629791987822,0.13920292461217,0.0309972117672837,3.58380423411362,3.72300715872579,-0.00334173879503741,-0.00377593911217966,-2.66824020879221e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
149,0.499974243788409,5.00154537269548,129.986465381896,9.00463611808645,3.64629791596602,0.139202931705479,0.0309972132252994,3.58380422646045,3.72300715816593,-0.00334174270723775,-0.00377593201887061,-2.66809440722104e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
150,0.499974238636651,5.00154568180093,129.986461260491,9.00463704540279,3.64629791205303,0.139202938798832,0.030997214683772,3.5838042188079,3.72300715760673,-0.00334174662022857,-0.0037759249255167,-2.66794855996455e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
151,0.499974233483863,5.00154599096821,129.98645713826,9.00463797290462,3.64629790813933,0.139202945891047,0.0309972161424118,3.58380421115568,3.72300715704672,-0.00334175053392816,-0.00377591783330189,-2.66780269598255e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
152,0.499974228330045,5.00154630019732,129.986453015205,9.00463890059197,3.64629790422466,0.139202952990558,0.0309972176013371,3.58380420349818,3.72300715648874,-0.00334175444859763,-0.00377591073379158,-2.66765680344908e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
153,0.499974223175195,5.00154660948829,129.986448891326,9.00463982846487,3.64629790030931,0.139202960090151,0.0309972190605334,3.58380419584025,3.72300715593041,-0.00334175836394435,-0.00377590363419777,-2.6675108838168e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
154,0.499974218019315,5.00154691884112,129.986444766621,9.00464075652336,3.64629789639323,0.139202967191128,0.0309972205200588,3.58380418817957,3.7230071553707,-0.0033417622800247,-0.00377589653322152,-2.66736493127785e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
155,0.499974212862403,5.00154722825583,129.986440641092,9.00464168476749,3.64629789247638,0.139202974292963,0.0309972219798564,3.58380418051734,3.7230071548103,-0.00334176619688131,-0.0037758894313864,-2.66721895152595e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
156,0.49997420770446,5.00154753773243,129.986436514737,9.00464261319728,3.64629788855861,0.139202981396624,0.0309972234400404,3.58380417285545,3.72300715425207,-0.00334177011464876,-0.00377588232772563,-2.66707293311921e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
157,0.499974202545485,5.00154784727093,129.986432387557,9.00464354181278,3.64629788464016,0.139202988499386,0.0309972249005038,3.58380416519196,3.72300715369134,-0.00334177403309921,-0.00377587522496325,-2.66692688678447e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
158,0.499974197385478,5.00154815687134,129.986428259552,9.00464447061402,3.64629788072093,0.139202995608645,0.0309972263611702,3.58380415752524,3.72300715313389,-0.00334177795232415,-0.00377586811570385,-2.66678082014409e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
159,0.499974192224439,5.00154846653368,129.986424130721,9.00464539960104,3.6462978768009,0.139203002717337,0.0309972278221598,3.58380414985801,3.72300715257535,-0.00334178187235823,-0.00377586100701199,-2.66663472118546e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
160,0.499974187062367,5.00154877625796,129.986420001064,9.00464632877387,3.64629787287994,0.139203009824175,0.0309972292834979,3.5838041421903,3.72300715201448,-0.00334178579332045,-0.00377585390017465,-2.66648858737381e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
161,0.499974181899264,5.00154908604419,129.98641587058,9.00464725813256,3.64629786895844,0.13920301693395,0.0309972307449911,3.5838041345194,3.72300715145335,-0.00334178971482002,-0.00377584679039922,-2.66634243805478e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
162,0.499974176735127,5.00154939589238,129.986411739271,9.00464818767714,3.64629786503603,0.139203024049239,0.030997232206981,3.58380412684586,3.7230071508951,-0.00334179363722731,-0.00377583967510997,-2.6661962390654e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
163,0.499974171569958,5.00154970580255,129.986407607136,9.00464911740765,3.6462978611128,0.139203031158364,0.030997233669154,3.5838041191749,3.72300715033326,-0.00334179756046105,-0.00377583256598557,-2.66605002176672e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
164,0.499974166403755,5.00155001577471,129.986403474174,9.00465004732411,3.64629785718887,0.139203038273096,0.0309972351314117,3.5838041115011,3.72300714977419,-0.00334180148438401,-0.00377582545125366,-2.66590379598731e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
165,0.499974161236519,5.00155032580886,129.986399340385,9.00465097742659,3.64629785326412,0.139203045388998,0.0309972365942901,3.58380410382389,3.72300714921289,-0.00334180540913698,-0.00377581833535157,-2.66575750815304e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
166,0.499974156068249,5.00155063590503,129.986395205769,9.0046519077151,3.6462978493386,0.139203052506979,0.0309972380572695,3.58380409614433,3.72300714865131,-0.00334180933466,-0.00377581121736981,-2.66561121021539e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
167,0.499974150898946,5.00155094606323,129.986391070327,9.00465283818968,3.64629784541229,0.139203059627278,0.0309972395207301,3.58380408846539,3.72300714809267,-0.00334181326097083,-0.00377580409707079,-2.6654648641506e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
168,0.499974145728609,5.00155125628346,129.986386934057,9.00465376885038,3.64629784148511,0.139203066748627,0.0309972409843722,3.5838040807845,3.72300714753313,-0.00334181718815074,-0.00377579697572239,-2.66531849994374e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
169,0.499974140557238,5.00155156656575,129.98638279696,9.00465469969724,3.64629783755728,0.139203073864019,0.0309972424481096,3.58380407310382,3.72300714696784,-0.00334182111598258,-0.00377578986033056,-2.66517212620491e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
170,0.499974135384832,5.00155187691009,129.986378659035,9.00465563073028,3.64629783362858,0.13920308099316,0.0309972439123957,3.58380406541826,3.72300714641142,-0.00334182504467684,-0.00377578273118928,-2.66502569759609e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
171,0.499974130211391,5.00155218731651,129.986374520283,9.00465656194954,3.64629782969912,0.139203088115796,0.0309972453769254,3.58380405773346,3.72300714584926,-0.00334182897413893,-0.00377577560855302,-2.6648792446262e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
172,0.499974125036916,5.00155249778502,129.986370380703,9.00465749335507,3.64629782576895,0.139203095242565,0.0309972468417555,3.58380405004436,3.72300714528692,-0.00334183290431023,-0.00377576848178407,-2.66473276160813e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
173,0.499974119861406,5.00155280831563,129.986366240295,9.0046584249469,3.64629782183783,0.139203102372168,0.0309972483067717,3.58380404235455,3.72300714472672,-0.00334183683542877,-0.00377576135218138,-2.66458625999312e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
174,0.499974114684861,5.00155311890835,129.986362099058,9.00465935672506,3.64629781790599,0.139203109499117,0.0309972497722444,3.58380403466509,3.72300714416421,-0.00334184076726984,-0.00377575422523213,-2.66443971272193e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
175,0.49997410950728,5.0015534295632,129.986357956994,9.0046602886896,3.64629781397338,0.139203116630191,0.0309972512379504,3.58380402697394,3.72300714360413,-0.00334184469987564,-0.00377574709415818,-2.6642931421246e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
176,0.499974104328664,5.00155374028018,129.986353814101,9.00466122084055,3.64629781004008,0.139203123762378,0.0309972527039715,3.58380401927923,3.72300714304161,-0.00334184863317732,-0.00377573996197089,-2.66414654000839e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
177,0.499974099149011,5.00155405105932,129.986349670379,9.00466215317795,3.64629780610578,0.139203130897497,0.0309972541702365,3.58380401158382,3.72300714248132,-0.00334185256748043,-0.00377573282685173,-2.66399991350752e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
178,0.499974093968323,5.00155436190061,129.986345525828,9.00466308570183,3.64629780217085,0.139203138028935,0.030997255636824,3.5838040038917,3.72300714192063,-0.00334185650240748,-0.00377572569541407,-2.66385325475953e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
179,0.499974088786599,5.00155467280408,129.986341380449,9.00466401841224,3.64629779823518,0.13920314516506,0.0309972571036086,3.58380399619247,3.72300714135753,-0.0033418604380735,-0.00377571855928904,-2.66370657630056e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
180,0.499974083603838,5.00155498376974,129.98633723424,9.00466495130921,3.64629779429862,0.139203152297772,0.0309972585707519,3.58380398849384,3.72300714079161,-0.0033418643746379,-0.00377571142657684,-2.66355986196856e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
181,0.49997407842004,5.00155529479759,129.986333087202,9.00466588439278,3.64629779036128,0.139203159441477,0.030997260038202,3.58380398079214,3.72300714023362,-0.00334186831197325,-0.00377570428287255,-2.66341311695797e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
182,0.499974073235206,5.00155560588766,129.986328939334,9.00466681766298,3.64629778642306,0.13920316658051,0.0309972615060679,3.58380397308973,3.72300713967023,-0.00334187225019811,-0.00377569714383963,-2.66326633037127e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
183,0.499974068049334,5.00155591703995,129.986324790637,9.00466775111985,3.64629778248422,0.139203173719368,0.0309972629739035,3.58380396538648,3.72300713910585,-0.0033418761890367,-0.00377569000498168,-2.66311954680923e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
184,0.499974062862425,5.00155622825448,129.98632064111,9.00466868476344,3.64629777854461,0.13920318086541,0.0309972644422332,3.58380395768005,3.72300713854546,-0.00334188012864622,-0.00377568285893926,-2.6629727138381e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
